('Ano','Mês','Países','Valor US$ FOB'),
(2025,'Agosto','Saara Ocidental',118),
(2025,'Agosto','Samoa',3193),
(2025,'Agosto','Samoa Americana',34034),
(2025,'Agosto','San Marino',729899),
(2025,'Agosto','Seicheles',94571),
(2025,'Agosto','Senegal',17785),
(2025,'Agosto','Serra Leoa',23420),
(2025,'Agosto','Singapura',48096404),
(2025,'Agosto','Somália',287),
(2025,'Agosto','Sri Lanka',7790855),
(2025,'Agosto','Suazilândia',8955),
(2025,'Agosto','Sudão',389),
(2025,'Agosto','Sudão do Sul',612),
(2025,'Agosto','Suécia',225443533),
(2025,'Agosto','Suíça',333039231),
(2025,'Agosto','Svalbard e Jan Mayen',303),
(2025,'Agosto','São Cristóvão e Névis',1275),
(2025,'Agosto','Sérvia',4759266),
(2025,'Agosto','Síria',62),
(2025,'Agosto','Tailândia',205107387),
(2025,'Agosto','Taiwan (Formosa)',193925978),
(2025,'Agosto','Tanzânia',1444),
(2025,'Agosto','Tcheca, República',73161064),
(2025,'Agosto','Terras Austrais Francesas',1252),
(2025,'Agosto','Território Britânico do Oceano Índico',38),
(2025,'Agosto','Toquelau',228),
(2025,'Agosto','Trinidad e Tobago',51767708),
(2025,'Agosto','Tunísia',6530568),
(2025,'Agosto','Turcomenistão',245338),
(2025,'Agosto','Turquia',119578422),
(2025,'Agosto','Ucrânia',3971168),
(2025,'Agosto','Uganda',12494),
(2025,'Agosto','Uruguai',166304117),
(2025,'Agosto','Uzbequistão',20898799),
(2025,'Agosto','Vaticano',908),
(2025,'Agosto','Venezuela',39205995),
(2025,'Agosto','Vietnã',320296294),
(2025,'Agosto','Virgens, Ilhas (Americanas)',271),
(2025,'Agosto','Virgens, Ilhas (Britânicas)',188081),
(2025,'Agosto','Zimbábue',122798),
(2025,'Agosto','Zâmbia',30261),
(2025,'Agosto','África do Sul',80957733),
(2025,'Agosto','Áustria',143900860),
(2025,'Agosto','Índia',739833105),
(2025,'Julho','Afeganistão',77219),
(2025,'Julho','Aland, Ilhas',8856),
(2025,'Julho','Albânia',268554),
(2025,'Julho','Alemanha',1320184545),
(2025,'Julho','Andorra',1856),
(2025,'Julho','Angola',13644),
(2025,'Julho','Anguilla',3772),
(2025,'Julho','Argentina',1101400015),
(2025,'Julho','Argélia',24047681),
(2025,'Julho','Armênia',4831625),
(2025,'Julho','Aruba',1185),
(2025,'Julho','Arábia Saudita',349657359),
(2025,'Julho','Austrália',116448675),
(2025,'Julho','Azerbaijão',3352),
(2025,'Julho','Bahamas',33038299),
(2025,'Julho','Bancos Centrais',31),
(2025,'Julho','Bangladesh',17604393),
(2025,'Julho','Barbados',14187),
(2025,'Julho','Barein',8686114),
(2025,'Julho','Belarus',527807),
(2025,'Julho','Belize',2646),
(2025,'Julho','Benin',89304),
(2025,'Julho','Bermudas',133274),
(2025,'Julho','Bolívia',105395496),
(2025,'Julho','Botsuana',8000),
(2025,'Julho','Brasil',62338337),
(2025,'Julho','Brunei',1290),
(2025,'Julho','Bulgária',8417208),
(2025,'Julho','Burkina Faso',27),
(2025,'Julho','Butão',43008),
(2025,'Julho','Bélgica',167173250),
(2025,'Julho','Bósnia-Herzegovina',1978946),
(2025,'Julho','Camarões',149129),
(2025,'Julho','Camboja',14273441),
(2025,'Julho','Canadá',357736838),
(2025,'Julho','Catar',42058728),
(2025,'Julho','Cayman, Ilhas',1634),
(2025,'Julho','Cazaquistão',12196241),
(2025,'Julho','Chile',396246342),
(2025,'Julho','China',5955234374),
(2025,'Julho','Chipre',165981),
(2025,'Julho','Cocos (Keeling), Ilhas',8977),
(2025,'Julho','Colômbia',155367757),
(2025,'Julho','Congo',15842),
(2025,'Julho','Congo, República Democrática',6850751),
(2025,'Julho','Coreia do Norte',47),
(2025,'Julho','Coreia do Sul',428643875),
(2025,'Julho','Costa Rica',12288357),
(2025,'Julho','Costa do Marfim',75799117),
(2025,'Julho','Coveite (Kuweit)',356),
(2025,'Julho','Croácia',3891548),
(2025,'Julho','Cuba',371712),
(2025,'Julho','Curaçao',26938),
(2025,'Julho','Dinamarca',171411147),
(2025,'Julho','Egito',158465983),
(2025,'Julho','El Salvador',679002),
(2025,'Julho','Emirados Árabes Unidos',10704402),
(2025,'Julho','Equador',6696992),
(2025,'Julho','Eritreia',17515),
(2025,'Julho','Eslováquia',39490310),
(2025,'Julho','Eslovênia',29456952),
(2025,'Julho','Espanha',386711990),
(2025,'Julho','Estados Unidos',4252564086),
(2025,'Julho','Estônia',6264827),
(2025,'Julho','Etiópia',127744),
(2025,'Julho','Filipinas',28655670),
(2025,'Julho','Finlândia',69981058),
(2025,'Julho','França',749288498),
(2025,'Julho','Gabão',48696705),
(2025,'Julho','Gana',4698404),
(2025,'Julho','Geórgia',268102),
(2025,'Julho','Gibraltar',3158),
(2025,'Julho','Grécia',3133825),
(2025,'Julho','Guatemala',12242878),
(2025,'Julho','Guiana',35158),
(2025,'Julho','Guiana Francesa',252),
(2025,'Julho','Guiné',509),
(2025,'Julho','Gâmbia',8881),
(2025,'Julho','Haiti',15127),
(2025,'Julho','Honduras',3197378),
(2025,'Julho','Hong Kong',82448221),
(2025,'Julho','Hungria',53862197),
(2025,'Julho','Ilha de Man',19906),
(2025,'Julho','Indonésia',214577207),
(2025,'Julho','Irlanda',105434718),
(2025,'Julho','Irã',1905754),
(2025,'Julho','Islândia',748457),
(2025,'Julho','Israel',130134002),
(2025,'Julho','Itália',659232529),
(2025,'Julho','Iêmen',412),
(2025,'Julho','Jamaica',4334),
(2025,'Julho','Japão',522834775),
(2025,'Julho','Jordânia',4430238),
(2025,'Julho','Laos',341452),
(2025,'Julho','Lesoto',3643),
(2025,'Julho','Letônia',3145937),
(2025,'Julho','Liechtenstein',529313),
(2025,'Julho','Lituânia',4029769),
(2025,'Julho','Luxemburgo',4712488),
(2025,'Julho','Líbano',9341329),
(2025,'Julho','Líbia',48867),
(2025,'Julho','Macau',66069),
(2025,'Julho','Macedônia',3294357),
(2025,'Julho','Madagascar',773702),
(2025,'Julho','Malavi',209968),
(2025,'Julho','Maldivas',78820),
(2025,'Julho','Malta',1059405),
(2025,'Julho','Malásia',154028973),
(2025,'Julho','Marrocos',165285920),
(2025,'Julho','Marshall, Ilhas',154398),
(2025,'Julho','Mauritânia',65),
(2025,'Julho','Maurício',11485),
(2025,'Julho','Mianmar',1458449),
(2025,'Julho','Moldávia',504786),
(2025,'Julho','Mongólia',160591),
(2025,'Julho','Montenegro',1026),
(2025,'Julho','Moçambique',45633),
(2025,'Julho','México',564076883),
(2025,'Julho','Mônaco',1093965),
(2025,'Julho','Namíbia',114105),
(2025,'Julho','Nauru',515),
(2025,'Julho','Nepal',12313),
(2025,'Julho','Nicarágua',196996),
(2025,'Julho','Nigéria',92735530),
(2025,'Julho','Norfolk, Ilha',246),
(2025,'Julho','Noruega',75783082),
(2025,'Julho','Nova Caledônia',6936),
(2025,'Julho','Nova Zelândia',8223614),
(2025,'Julho','Não Definido',24464700),
(2025,'Julho','Omã',56354630),
(2025,'Julho','Panamá',878475),
(2025,'Julho','Paquistão',12487264),
(2025,'Julho','Paraguai',315031404),
(2025,'Julho','Países Baixos (Holanda)',199299246),
(2025,'Julho','Peru',131309315),
(2025,'Julho','Pitcairn',1243),
(2025,'Julho','Polônia',104372728),
(2025,'Julho','Porto Rico',64786338),
(2025,'Julho','Portugal',111187597),
(2025,'Julho','Quirguistão',605),
(2025,'Julho','Quênia',227042),
(2025,'Julho','Reino Unido',407817445),
(2025,'Julho','República Dominicana',4726683),
(2025,'Julho','Romênia',36374195),
(2025,'Julho','Rússia',1049105652),
(2025,'Julho','Samoa',103649),
(2025,'Julho','Samoa Americana',93355),
(2025,'Julho','San Marino',2132079),
(2025,'Julho','Santa Helena',177),
(2025,'Julho','Seicheles',50262),
(2025,'Julho','Senegal',361006),
(2025,'Julho','Serra Leoa',13323),
(2025,'Julho','Singapura',200784461),
(2025,'Julho','Somália',446),
(2025,'Julho','Sri Lanka',6063979),
(2025,'Julho','Suazilândia',1241),
(2025,'Julho','Suriname',690),
(2025,'Julho','Suécia',245088597),
(2025,'Julho','Suíça',382434825),
(2025,'Julho','São Cristóvão e Névis',2996),
(2025,'Julho','Sérvia',4888169),
(2025,'Julho','Síria',49766),
(2025,'Julho','Tailândia',227363216),
(2025,'Julho','Taiwan (Formosa)',222960107),
(2025,'Julho','Tanzânia',16230),
(2025,'Julho','Tcheca, República',78514541),
(2025,'Julho','Toquelau',13),
(2025,'Julho','Trinidad e Tobago',29278909),
(2025,'Julho','Tunísia',7171021),
(2025,'Julho','Turcomenistão',18505276),
(2025,'Julho','Turquia',123352772),
(2025,'Julho','Ucrânia',7289005),
(2025,'Julho','Uganda',40957),
(2025,'Julho','Uruguai',160109291),
(2025,'Julho','Uzbequistão',7100107),
(2025,'Julho','Vaticano',1828),
(2025,'Julho','Venezuela',14949698),
(2025,'Julho','Vietnã',305581303),
(2025,'Julho','Virgens, Ilhas (Americanas)',2798),
(2025,'Julho','Virgens, Ilhas (Britânicas)',320415),
(2025,'Julho','Zimbábue',605182),
(2025,'Julho','África do Sul',67774337),
(2025,'Julho','Áustria',141275505),
(2025,'Julho','Índia',724946912),
(2025,'Junho','Afeganistão',29160),
(2025,'Junho','Aland, Ilhas',22345),
(2025,'Junho','Albânia',98508),
(2025,'Junho','Alemanha',1229492015),
(2025,'Junho','Andorra',18572),
(2025,'Junho','Angola',66614112),
(2025,'Junho','Anguilla',4084),
(2025,'Junho','Argentina',1096774012),
(2025,'Junho','Argélia',100534422),
(2025,'Junho','Armênia',1957499),
(2025,'Junho','Aruba',637),
(2025,'Junho','Arábia Saudita',230604486),
(2025,'Junho','Austrália',82676530),
(2025,'Junho','Azerbaijão',177749),
(2025,'Junho','Bahamas',42742629),
(2025,'Junho','Bangladesh',19502351),
(2025,'Junho','Barbados',20220),
(2025,'Junho','Barein',5247353),
(2025,'Junho','Belarus',789028),
(2025,'Junho','Belize',8841),
(2025,'Junho','Benin',47423),
(2025,'Junho','Bermudas',218423),
(2025,'Junho','Bolívia',102915951),
(2025,'Junho','Botsuana',76587),
(2025,'Junho','Brasil',62704756),
(2025,'Junho','Brunei',3675531),
(2025,'Junho','Bulgária',7672753),
(2025,'Junho','Burkina Faso',780),
(2025,'Junho','Butão',62767),
(2025,'Junho','Bélgica',164751995),
(2025,'Junho','Bósnia-Herzegovina',708283),
(2025,'Junho','Cabo Verde',19),
(2025,'Junho','Camarões',840960),
(2025,'Junho','Camboja',8746288),
(2025,'Junho','Canadá',300988605),
(2025,'Junho','Catar',27436924),
(2025,'Junho','Cayman, Ilhas',1479),
(2025,'Junho','Cazaquistão',2597915),
(2025,'Junho','Chade',3877),
(2025,'Junho','Chile',337809966),
(2025,'Junho','China',6139550947),
(2025,'Junho','Chipre',119750),
(2025,'Junho','Cocos (Keeling), Ilhas',6516),
(2025,'Junho','Colômbia',177622543),
(2025,'Junho','Comores',36975),
(2025,'Junho','Congo',1798),
(2025,'Junho','Congo, República Democrática',18736336),
(2025,'Junho','Coreia do Norte',512),
(2025,'Junho','Coreia do Sul',435179828),
(2025,'Junho','Costa Rica',11235616),
(2025,'Junho','Costa do Marfim',9930041),
(2025,'Junho','Coveite (Kuweit)',64138),
(2025,'Junho','Croácia',1440672),
(2025,'Junho','Cuba',8229),
(2025,'Junho','Curaçao',32864),
(2025,'Junho','Dinamarca',133383348),
(2025,'Junho','Egito',151655586),
(2025,'Junho','El Salvador',735974),
(2025,'Junho','Emirados Árabes Unidos',9492726),
(2025,'Junho','Equador',8803247),
(2025,'Junho','Eritreia',42352),
(2025,'Junho','Eslováquia',65336160),
(2025,'Junho','Eslovênia',13176410),
(2025,'Junho','Espanha',292121374),
(2025,'Junho','Estados Unidos',3959052434),
(2025,'Junho','Estônia',4147636),
(2025,'Junho','Etiópia',21567),
(2025,'Junho','Faroe, Ilhas',258),
(2025,'Junho','Filipinas',28723150),
(2025,'Junho','Finlândia',92887448),
(2025,'Junho','França',590354860),
(2025,'Junho','Gabão',61332927),
(2025,'Junho','Gana',1031791),
(2025,'Junho','Geórgia',1177203),
(2025,'Junho','Grécia',12684907),
(2025,'Junho','Guadalupe',53),
(2025,'Junho','Guatemala',4427022),
(2025,'Junho','Guernsey',66),
(2025,'Junho','Guiana',69381761),
(2025,'Junho','Guiné',59),
(2025,'Junho','Gâmbia',990),
(2025,'Junho','Haiti',226946),
(2025,'Junho','Honduras',2017541),
(2025,'Junho','Hong Kong',73634856),
(2025,'Junho','Hungria',42685005),
(2025,'Junho','Indonésia',199659804),
(2025,'Junho','Iraque',235519),
(2025,'Junho','Irlanda',60542790),
(2025,'Junho','Irã',2805380),
(2025,'Junho','Islândia',2300562),
(2025,'Junho','Israel',106812489),
(2025,'Junho','Itália',566059859),
(2025,'Junho','Iêmen',244),
(2025,'Junho','Jamaica',7858),
(2025,'Junho','Japão',517151097),
(2025,'Junho','Jersey',155),
(2025,'Junho','Jordânia',10561725),
(2025,'Junho','Laos',709136),
(2025,'Junho','Letônia',2400560),
(2025,'Junho','Libéria',646),
(2025,'Junho','Liechtenstein',681472),
(2025,'Junho','Lituânia',31259190),
(2025,'Junho','Luxemburgo',4638527),
(2025,'Junho','Líbano',286351),
(2025,'Junho','Líbia',181049),
(2025,'Junho','Macau',203641),
(2025,'Junho','Macedônia',1559204),
(2025,'Junho','Madagascar',270661),
(2025,'Junho','Malavi',82621),
(2025,'Junho','Maldivas',47292),
(2025,'Junho','Mali',433),
(2025,'Junho','Malta',1296867),
(2025,'Junho','Malásia',119728278),
(2025,'Junho','Marianas do Norte, Ilhas',1033),
(2025,'Junho','Marrocos',168821134),
(2025,'Junho','Marshall, Ilhas',360),
(2025,'Junho','Maurício',271949),
(2025,'Junho','Mianmar',1337970),
(2025,'Junho','Micronésia',3279),
(2025,'Junho','Moldávia',502202),
(2025,'Junho','Mongólia',19),
(2025,'Junho','Montenegro',1035),
(2025,'Junho','Moçambique',197901),
(2025,'Junho','México',502542657),
(2025,'Junho','Mônaco',233760),
(2025,'Junho','Namíbia',334746),
(2025,'Junho','Nepal',24695),
(2025,'Junho','Nicarágua',121030),
(2025,'Junho','Nigéria',95076789),
(2025,'Junho','Noruega',43076100),
(2025,'Junho','Nova Caledônia',364),
(2025,'Junho','Nova Zelândia',9863667),
(2025,'Junho','Níger',640),
(2025,'Junho','Omã',38043635),
(2025,'Junho','Panamá',2765135),
(2025,'Junho','Papua Nova Guiné',27097),
(2025,'Junho','Paquistão',13872032),
(2025,'Junho','Paraguai',272413466),
(2025,'Junho','Países Baixos (Holanda)',132057581),
(2025,'Junho','Peru',90051664),
(2025,'Junho','Polinésia Francesa',31),
(2025,'Junho','Polônia',85111437),
(2025,'Junho','Porto Rico',92077465),
(2025,'Junho','Portugal',88259593),
(2025,'Junho','Quirguistão',912),
(2025,'Junho','Quênia',164830),
(2025,'Junho','Reino Unido',266403577),
(2025,'Junho','República Centro-Africana',1233),
(2025,'Junho','República Dominicana',3762112),
(2025,'Junho','Reunião',2),
(2025,'Junho','Romênia',31905393),
(2025,'Junho','Rússia',834990783),
(2025,'Junho','Samoa',41509),
(2025,'Junho','San Marino',1126947),
(2025,'Junho','Santa Helena',5),
(2025,'Junho','Seicheles',14470),
(2025,'Junho','Senegal',193923),
(2025,'Junho','Serra Leoa',1328),
(2025,'Junho','Singapura',76914197),
(2025,'Junho','Somália',2568),
(2025,'Junho','Sri Lanka',5470862),
(2025,'Junho','Suazilândia',84),
(2025,'Junho','Sudão',1166),
(2025,'Junho','Suriname',689),
(2025,'Junho','Suécia',279776922),
(2025,'Junho','Suíça',236023333),
(2025,'Junho','Svalbard e Jan Mayen',1850),
(2025,'Junho','São Cristóvão e Névis',461),
(2025,'Junho','São Tomé e Príncipe',259),
(2025,'Junho','Sérvia',4285431),
(2025,'Junho','Síria',45224),
(2025,'Junho','Tadjiquistão',202),
(2025,'Junho','Tailândia',190333385),
(2025,'Junho','Taiwan (Formosa)',195708026),
(2025,'Junho','Tanzânia',92658),
(2025,'Junho','Tcheca, República',62737816),
(2025,'Junho','Terras Austrais Francesas',383),
(2025,'Junho','Toquelau',2625),
(2025,'Junho','Trinidad e Tobago',41739848),
(2025,'Junho','Tunísia',5980456),
(2025,'Junho','Turcas e Caicos, Ilhas',315),
(2025,'Junho','Turcomenistão',32843),
(2025,'Junho','Turquia',115976383),
(2025,'Junho','Ucrânia',11188331),
(2025,'Junho','Uganda',193),
(2025,'Junho','Uruguai',167717867),
(2025,'Junho','Uzbequistão',2490339),
(2025,'Junho','Vaticano',1282),
(2025,'Junho','Venezuela',23049327),
(2025,'Junho','Vietnã',279020196),
(2025,'Junho','Virgens, Ilhas (Americanas)',18798),
(2025,'Junho','Virgens, Ilhas (Britânicas)',428729),
(2025,'Junho','Zimbábue',26269),
(2025,'Junho','África do Sul',58950165),
(2025,'Junho','Áustria',136730259),
(2025,'Junho','Índia',568677032),
(2025,'Maio','Afeganistão',142333),
(2025,'Maio','Aland, Ilhas',6715),
(2025,'Maio','Albânia',284216),
(2025,'Maio','Alemanha',1265216641),
(2025,'Maio','Andorra',1847),
(2025,'Maio','Anguilla',8648),
(2025,'Maio','Antígua e Barbuda',1880),
(2025,'Maio','Argentina',1162138566),
(2025,'Maio','Argélia',180178965),
(2025,'Maio','Armênia',22357),
(2025,'Maio','Aruba',1176),
(2025,'Maio','Arábia Saudita',336537011),
(2025,'Maio','Austrália',47453999),
(2025,'Maio','Bahamas',47120215),
(2025,'Maio','Bancos Centrais',18),
(2025,'Maio','Bangladesh',14352602),
(2025,'Maio','Barein',4348442),
(2025,'Maio','Belarus',1631),
(2025,'Maio','Belize',10392),
(2025,'Maio','Benin',30986),
(2025,'Maio','Bermudas',300),
(2025,'Maio','Bolívia',99765588),
(2025,'Maio','Botsuana',49451),
(2025,'Maio','Brasil',43632739),
(2025,'Maio','Brunei',15517232),
(2025,'Maio','Bulgária',8330155),
(2025,'Maio','Burkina Faso',11),
(2025,'Maio','Butão',24961),
(2025,'Maio','Bélgica',200929946),
(2025,'Maio','Bósnia-Herzegovina',1126934),
(2025,'Maio','Camarões',452486),
(2025,'Maio','Camboja',13192566),
(2025,'Maio','Canadá',297895877),
(2025,'Maio','Catar',15254092),
(2025,'Maio','Cayman, Ilhas',1229),
(2025,'Maio','Cazaquistão',27461037),
(2025,'Maio','Chile',435103295),
(2025,'Maio','China',5474937525),
(2025,'Maio','Chipre',322590),
(2025,'Maio','Cocos (Keeling), Ilhas',47791),
(2025,'Maio','Colômbia',134660533),
(2025,'Maio','Comores',2198),
(2025,'Maio','Congo, República Democrática',69279764),
(2025,'Maio','Coreia do Norte',494),
(2025,'Maio','Coreia do Sul',448707083),
(2025,'Maio','Costa Rica',11180440),
(2025,'Maio','Costa do Marfim',113126953),
(2025,'Maio','Coveite (Kuweit)',6973133),
(2025,'Maio','Croácia',1428681),
(2025,'Maio','Cuba',423293),
(2025,'Maio','Curaçao',15975),
(2025,'Maio','Dinamarca',152183421),
(2025,'Maio','Dominica',12853),
(2025,'Maio','Egito',109016649),
(2025,'Maio','El Salvador',412807),
(2025,'Maio','Emirados Árabes Unidos',25542022),
(2025,'Maio','Equador',10838845),
(2025,'Maio','Eritreia',9484),
(2025,'Maio','Eslováquia',41842254),
(2025,'Maio','Eslovênia',22581053),
(2025,'Maio','Espanha',316679687),
(2025,'Maio','Estados Unidos',3609749573),
(2025,'Maio','Estônia',4892134),
(2025,'Maio','Etiópia',288060),
(2025,'Maio','Filipinas',26213293),
(2025,'Maio','Finlândia',48439106),
(2025,'Maio','França',625838544),
(2025,'Maio','Gabão',368),
(2025,'Maio','Gana',2400981),
(2025,'Maio','Geórgia',785145),
(2025,'Maio','Gibraltar',8639),
(2025,'Maio','Grécia',4081747),
(2025,'Maio','Guatemala',7820248),
(2025,'Maio','Guiana',113352),
(2025,'Maio','Gâmbia',264),
(2025,'Maio','Haiti',21663),
(2025,'Maio','Honduras',1121328),
(2025,'Maio','Hong Kong',60224417),
(2025,'Maio','Hungria',46024771),
(2025,'Maio','Ilha de Man',79),
(2025,'Maio','Indonésia',219841422),
(2025,'Maio','Irlanda',152314001),
(2025,'Maio','Irã',1895351),
(2025,'Maio','Islândia',392284),
(2025,'Maio','Israel',117565132),
(2025,'Maio','Itália',609270807),
(2025,'Maio','Jamaica',45000),
(2025,'Maio','Japão',584117205),
(2025,'Maio','Jordânia',10772121),
(2025,'Maio','Laos',14072595),
(2025,'Maio','Letônia',2082289),
(2025,'Maio','Liechtenstein',783239),
(2025,'Maio','Lituânia',3396131),
(2025,'Maio','Luxemburgo',7624797),
(2025,'Maio','Líbano',341279),
(2025,'Maio','Líbia',183113),
(2025,'Maio','Macau',240982),
(2025,'Maio','Macedônia',770376),
(2025,'Maio','Madagascar',243411),
(2025,'Maio','Malavi',73076),
(2025,'Maio','Maldivas',133994),
(2025,'Maio','Malta',1051038),
(2025,'Maio','Malásia',106683941),
(2025,'Maio','Marianas do Norte, Ilhas',1361),
(2025,'Maio','Marrocos',167472411),
(2025,'Maio','Marshall, Ilhas',780),
(2025,'Maio','Maurício',70255),
(2025,'Maio','Mianmar',1498612),
(2025,'Maio','Moldávia',803511),
(2025,'Maio','Mongólia',46533),
(2025,'Maio','Montenegro',3267),
(2025,'Maio','Moçambique',124739),
(2025,'Maio','México',516431490),
(2025,'Maio','Mônaco',1413824),
(2025,'Maio','Namíbia',87756),
(2025,'Maio','Nepal',20620),
(2025,'Maio','Nicarágua',89366),
(2025,'Maio','Nigéria',68068940),
(2025,'Maio','Noruega',50888388),
(2025,'Maio','Nova Caledônia',2258),
(2025,'Maio','Nova Zelândia',4599797),
(2025,'Maio','Não Definido',30537),
(2025,'Maio','Omã',69735133),
(2025,'Maio','Panamá',981052),
(2025,'Maio','Paquistão',13332326),
(2025,'Maio','Paraguai',267486208),
(2025,'Maio','Países Baixos (Holanda)',156419380),
(2025,'Maio','Peru',98132819),
(2025,'Maio','Polinésia Francesa',2480),
(2025,'Maio','Polônia',87722780),
(2025,'Maio','Porto Rico',109343281),
(2025,'Maio','Portugal',100839467),
(2025,'Maio','Quênia',61091),
(2025,'Maio','Reino Unido',271576515),
(2025,'Maio','República Centro-Africana',1831),
(2025,'Maio','República Dominicana',4109861),
(2025,'Maio','Romênia',36470841),
(2025,'Maio','Rússia',923549132),
(2025,'Maio','Samoa',60080),
(2025,'Maio','Samoa Americana',2723),
(2025,'Maio','San Marino',1070024),
(2025,'Maio','Seicheles',32431),
(2025,'Maio','Senegal',231469),
(2025,'Maio','Serra Leoa',3455),
(2025,'Maio','Singapura',68739617),
(2025,'Maio','Somália',300),
(2025,'Maio','Sri Lanka',6862830),
(2025,'Maio','Suazilândia',25868),
(2025,'Maio','Sudão',389),
(2025,'Maio','Suécia',180498316),
(2025,'Maio','Suíça',218722242),
(2025,'Maio','São Cristóvão e Névis',153),
(2025,'Maio','Sérvia',5245341),
(2025,'Maio','Síria',3874),
(2025,'Maio','Tadjiquistão',1122),
(2025,'Maio','Tailândia',227295725),
(2025,'Maio','Taiwan (Formosa)',208510975),
(2025,'Maio','Tanzânia',320857),
(2025,'Maio','Tcheca, República',63572028),
(2025,'Maio','Terras Austrais Francesas',382),
(2025,'Maio','Trinidad e Tobago',36696741),
(2025,'Maio','Tunísia',4936233),
(2025,'Maio','Turcas e Caicos, Ilhas',1920),
(2025,'Maio','Turcomenistão',499259),
(2025,'Maio','Turquia',122169038),
(2025,'Maio','Tuvalu',166403),
(2025,'Maio','Ucrânia',5351444),
(2025,'Maio','Uganda',516),
(2025,'Maio','Uruguai',183311311),
(2025,'Maio','Uzbequistão',5593582),
(2025,'Maio','Vaticano',1178),
(2025,'Maio','Venezuela',18673894),
(2025,'Maio','Vietnã',308159601),
(2025,'Maio','Virgens, Ilhas (Americanas)',233),
(2025,'Maio','Virgens, Ilhas (Britânicas)',230231),
(2025,'Maio','África do Sul',63388787),
(2025,'Maio','Áustria',165764412),
(2025,'Maio','Índia',584023377),
(2025,'Abril','Afeganistão',64866),
(2025,'Abril','Aland, Ilhas',20151),
(2025,'Abril','Albânia',357263),
(2025,'Abril','Alemanha',1126940066),
(2025,'Abril','Andorra',4),
(2025,'Abril','Angola',38958),
(2025,'Abril','Anguilla',9419),
(2025,'Abril','Argentina',971661832),
(2025,'Abril','Argélia',55010288),
(2025,'Abril','Armênia',716121),
(2025,'Abril','Aruba',180),
(2025,'Abril','Arábia Saudita',225082956),
(2025,'Abril','Austrália',123162546),
(2025,'Abril','Bahamas',7918630),
(2025,'Abril','Bangladesh',26640416),
(2025,'Abril','Barein',8223268),
(2025,'Abril','Belarus',185700),
(2025,'Abril','Belize',8965),
(2025,'Abril','Benin',105041),
(2025,'Abril','Bolívia',128815301),
(2025,'Abril','Botsuana',50156),
(2025,'Abril','Brasil',35979523),
(2025,'Abril','Bulgária',9011905),
(2025,'Abril','Burkina Faso',21),
(2025,'Abril','Butão',50356),
(2025,'Abril','Bélgica',188819716),
(2025,'Abril','Bósnia-Herzegovina',629263),
(2025,'Abril','Camarões',1708837),
(2025,'Abril','Camboja',14437489),
(2025,'Abril','Canadá',224858351),
(2025,'Abril','Catar',74903593),
(2025,'Abril','Cayman, Ilhas',2819),
(2025,'Abril','Cazaquistão',15613770),
(2025,'Abril','Chile',385724589),
(2025,'Abril','China',5017691857),
(2025,'Abril','Chipre',504597),
(2025,'Abril','Cocos (Keeling), Ilhas',30871),
(2025,'Abril','Colômbia',134037378),
(2025,'Abril','Comores',207),
(2025,'Abril','Congo',186),
(2025,'Abril','Congo, República Democrática',8934355),
(2025,'Abril','Coreia do Norte',88),
(2025,'Abril','Coreia do Sul',402093588),
(2025,'Abril','Costa Rica',13366935),
(2025,'Abril','Costa do Marfim',112020034),
(2025,'Abril','Coveite (Kuweit)',163),
(2025,'Abril','Croácia',1787592),
(2025,'Abril','Cuba',322509),
(2025,'Abril','Curaçao',7734),
(2025,'Abril','Dinamarca',210338286),
(2025,'Abril','Dominica',2311),
(2025,'Abril','Egito',172531962),
(2025,'Abril','El Salvador',874919),
(2025,'Abril','Emirados Árabes Unidos',10472406),
(2025,'Abril','Equador',9180342),
(2025,'Abril','Eritreia',27827),
(2025,'Abril','Eslováquia',37722745),
(2025,'Abril','Eslovênia',19529162),
(2025,'Abril','Espanha',275655141),
(2025,'Abril','Estados Unidos',3779619596),
(2025,'Abril','Estônia',5124222),
(2025,'Abril','Etiópia',4305),
(2025,'Abril','Falkland (Malvinas)',14),
(2025,'Abril','Faroe, Ilhas',278),
(2025,'Abril','Filipinas',27769955),
(2025,'Abril','Finlândia',107235526),
(2025,'Abril','França',522740836),
(2025,'Abril','Gana',72623228),
(2025,'Abril','Geórgia',554720),
(2025,'Abril','Gibraltar',42),
(2025,'Abril','Grécia',3535086),
(2025,'Abril','Guatemala',9173266),
(2025,'Abril','Guernsey',9994),
(2025,'Abril','Guiana',144953191),
(2025,'Abril','Guiné',100),
(2025,'Abril','Gâmbia',1221),
(2025,'Abril','Haiti',13458),
(2025,'Abril','Honduras',1661654),
(2025,'Abril','Hong Kong',82932377),
(2025,'Abril','Hungria',42011520),
(2025,'Abril','Indonésia',228983171),
(2025,'Abril','Iraque',166601),
(2025,'Abril','Irlanda',199517481),
(2025,'Abril','Irã',21944073),
(2025,'Abril','Islândia',666299),
(2025,'Abril','Israel',133870524),
(2025,'Abril','Itália',608341682),
(2025,'Abril','Iêmen',47),
(2025,'Abril','Japão',540514022),
(2025,'Abril','Jordânia',245308),
(2025,'Abril','Laos',846173),
(2025,'Abril','Letônia',2830052),
(2025,'Abril','Liechtenstein',911910),
(2025,'Abril','Lituânia',3230191),
(2025,'Abril','Luxemburgo',4667800),
(2025,'Abril','Líbano',16959),
(2025,'Abril','Macau',314868),
