Operation;Year;Month;Country;Value US$ FOB
Exportação;2024;Abril;Guiné Equatorial;2270907
Exportação;2024;Abril;Guiné-Bissau;637841
Exportação;2024;Abril;Gâmbia;23325218
Exportação;2024;Abril;Haiti;2478263
Exportação;2024;Abril;Honduras;22280
Exportação;2024;Abril;Hong Kong;143845770
Exportação;2024;Abril;Hungria;4604206
Exportação;2024;Abril;Ilha de Man;24621409
Exportação;2024;Abril;Indonésia;337134459
Exportação;2024;Abril;Iraque;108482876
Exportação;2024;Abril;Irlanda;41003153
Exportação;2024;Abril;Irã;290461
Exportação;2024;Abril;Islândia;13219594
Exportação;2024;Abril;Israel;70007140
Exportação;2024;Abril;Itália;528132999
Exportação;2024;Abril;Iêmen;36730307
Exportação;2024;Abril;Jamaica;7945791
Exportação;2024;Abril;Japão;451403845
Exportação;2024;Abril;Jordânia;36809849
Exportação;2024;Abril;Laos;2409719
Exportação;2024;Abril;Lesoto;3404
Exportação;2024;Abril;Letônia;2468361
Exportação;2024;Abril;Libéria;29897910
Exportação;2024;Abril;Liechtenstein;1602707
Exportação;2024;Abril;Lituânia;4255
Exportação;2024;Abril;Luxemburgo;4254862
Exportação;2024;Abril;Líbano;42486554
Exportação;2024;Abril;Líbia;70806613
Exportação;2024;Abril;Macau;697883
Exportação;2024;Abril;Macedônia;2752256
Exportação;2024;Abril;Madagascar;2558745
Exportação;2024;Abril;Maldivas;3592045
Exportação;2024;Abril;Mali;163612
Exportação;2024;Abril;Malta;9872749
Exportação;2024;Abril;Malásia;320519856
Exportação;2024;Abril;Marianas do Norte, Ilhas;3378
Exportação;2024;Abril;Marrocos;32428807
Exportação;2024;Abril;Marshall, Ilhas;27172492
Exportação;2024;Abril;Martinica;420768
Exportação;2024;Abril;Mauritânia;11451
Exportação;2024;Abril;Maurício;1818333
Exportação;2024;Abril;Mayotte;321700
Exportação;2024;Abril;Mianmar;1428704
Exportação;2024;Abril;Micronésia;1469
Exportação;2024;Abril;Moldávia;38733
Exportação;2024;Abril;Mongólia;688773
Exportação;2024;Abril;Montenegro;1985342
Exportação;2024;Abril;Montserrat;20599
Exportação;2024;Abril;Moçambique;2754315
Exportação;2024;Abril;México;864780489
Exportação;2024;Abril;Mônaco;1551
Exportação;2024;Abril;Namíbia;325345
Exportação;2024;Abril;Nauru;631
Exportação;2024;Abril;Nepal;441112
Exportação;2024;Abril;Nicarágua;8557639
Exportação;2024;Abril;Nigéria;47410814
Exportação;2024;Abril;Norfolk, Ilha;24365
Exportação;2024;Abril;Noruega;99349464
Exportação;2024;Abril;Nova Caledônia;947408
Exportação;2024;Abril;Nova Zelândia;5390718
Exportação;2024;Abril;Níger;212
Exportação;2024;Abril;Omã;84741818
Exportação;2024;Abril;Pacífico, Ilhas do (EUA);17560
Exportação;2024;Abril;Palau;253751
Exportação;2024;Abril;Palestina;4116247
Exportação;2024;Abril;Panamá;57423511
Exportação;2024;Abril;Papua Nova Guiné;271346
Exportação;2024;Abril;Paquistão;76138618
Exportação;2024;Abril;Paraguai;309406764
Exportação;2024;Abril;Países Baixos (Holanda);1139588033
Exportação;2024;Abril;Peru;238142392
Exportação;2024;Abril;Polinésia Francesa;973705
Exportação;2024;Abril;Polônia;102582502
Exportação;2024;Abril;Porto Rico;14225239
Exportação;2024;Abril;Portugal;322329995
Exportação;2024;Abril;Quirguistão;19761
Exportação;2024;Abril;Quênia;48629
Exportação;2024;Abril;Reino Unido;263699547
Exportação;2024;Abril;República Centro-Africana;128896
Exportação;2024;Abril;República Dominicana;64216031
Exportação;2024;Abril;Reunião;402643
Exportação;2024;Abril;Romênia;16268783
Exportação;2024;Abril;Ruanda;152540
Exportação;2024;Abril;Rússia;176202814
Exportação;2024;Abril;Samoa;211376
Exportação;2024;Abril;Samoa Americana;345567
Exportação;2024;Abril;San Marino;16571
Exportação;2024;Abril;Santa Lúcia;635293
Exportação;2024;Abril;Seicheles;1178845
Exportação;2024;Abril;Senegal;18932343
Exportação;2024;Abril;Serra Leoa;7127864
Exportação;2024;Abril;Singapura;982043604
Exportação;2024;Abril;Sint Maarten;742689
Exportação;2024;Abril;Somália;19409908
Exportação;2024;Abril;Sri Lanka;5464
Exportação;2024;Abril;Suazilândia;90720
Exportação;2024;Abril;Sudão;274045
Exportação;2024;Abril;Sudão do Sul;100658
Exportação;2024;Abril;Suriname;5886791
Exportação;2024;Abril;Suécia;65312
Exportação;2024;Abril;Suíça;117930687
Exportação;2024;Abril;São Bartolomeu;203196
Exportação;2024;Abril;São Cristóvão e Névis;172331
Exportação;2024;Abril;São Martinho, Ilha de (parte francesa);56137
Exportação;2024;Abril;São Pedro e Miquelon;190
Exportação;2024;Abril;São Tomé e Príncipe;266711
Exportação;2024;Abril;São Vicente e Granadinas;92383
Exportação;2024;Abril;Sérvia;4120835
Exportação;2024;Abril;Síria;3413379
Exportação;2024;Abril;Tailândia;307571971
Exportação;2024;Abril;Taiwan (Formosa);79473265
Exportação;2024;Abril;Tanzânia;4336
Exportação;2024;Abril;Tcheca, República;4102676
Exportação;2024;Abril;Timor Leste;579939
Exportação;2024;Abril;Togo;18421968
Exportação;2024;Abril;Tonga;638257
Exportação;2024;Abril;Trinidad e Tobago;19951745
Exportação;2024;Abril;Tunísia;41120054
Exportação;2024;Abril;Turcas e Caicos, Ilhas;193270
Exportação;2024;Abril;Turcomenistão;28033
Exportação;2024;Abril;Turquia;440509689
Exportação;2024;Abril;Ucrânia;2246764
Exportação;2024;Abril;Uganda;333507
Exportação;2024;Abril;Uruguai;246644754
Exportação;2024;Abril;Uzbequistão;34904926
Exportação;2024;Abril;Vanuatu;182340
Exportação;2024;Abril;Venezuela;100291253
Exportação;2024;Abril;Vietnã;336598
Exportação;2024;Abril;Virgens, Ilhas (Americanas);66139
Exportação;2024;Abril;Virgens, Ilhas (Britânicas);203202
Exportação;2024;Abril;Wallis e Futuna, Ilhas;8959
Exportação;2024;Abril;Zimbábue;1157181
Exportação;2024;Abril;Zâmbia;1104975
Exportação;2024;Abril;África do Sul;125481187
Exportação;2024;Abril;Áustria;8864206
Exportação;2024;Abril;Índia;391366443
Exportação;2024;Maio;Afeganistão;105390
Exportação;2024;Maio;Albânia;12409826
Exportação;2024;Maio;Alemanha;408242234
Exportação;2024;Maio;Angola;46909965
Exportação;2024;Maio;Anguilla;368049
Exportação;2024;Maio;Antígua e Barbuda;3706955
Exportação;2024;Maio;Argentina;1874134
Exportação;2024;Maio;Argélia;292552165
Exportação;2024;Maio;Armênia;856956
Exportação;2024;Maio;Aruba;2417790
Exportação;2024;Maio;Arábia Saudita;261810804
Exportação;2024;Maio;Austrália;51416779
Exportação;2024;Maio;Azerbaijão;2157048
Exportação;2024;Maio;Bahamas;12515700
Exportação;2024;Maio;Bangladesh;245380421
Exportação;2024;Maio;Barbados;4076122
Exportação;2024;Maio;Barein;93021205
Exportação;2024;Maio;Belarus;329119
Exportação;2024;Maio;Belize;916629
Exportação;2024;Maio;Benin;5558529
Exportação;2024;Maio;Bermudas;97309
Exportação;2024;Maio;Bolívia;108322548
Exportação;2024;Maio;Bonaire, Saint Eustatius e Saba;427932
Exportação;2024;Maio;Botsuana;18225
Exportação;2024;Maio;Brasil;108813956
Exportação;2024;Maio;Brunei;344381
Exportação;2024;Maio;Bulgária;88551723
Exportação;2024;Maio;Burkina Faso;734671
Exportação;2024;Maio;Butão;200344
Exportação;2024;Maio;Bélgica;353526195
Exportação;2024;Maio;Bósnia-Herzegovina;211174
Exportação;2024;Maio;Cabo Verde;3725
Exportação;2024;Maio;Camarões;10923527
Exportação;2024;Maio;Camboja;1917932
Exportação;2024;Maio;Canadá;534682460
Exportação;2024;Maio;Catar;21164611
Exportação;2024;Maio;Cayman, Ilhas;36136437
Exportação;2024;Maio;Cazaquistão;3877079
Exportação;2024;Maio;Chade;2780226
Exportação;2024;Maio;Chile;549841903
Exportação;2024;Maio;China;9587542672
Exportação;2024;Maio;Chipre;4653102
Exportação;2024;Maio;Colômbia;284444193
Exportação;2024;Maio;Comores;743872
Exportação;2024;Maio;Congo;13413306
Exportação;2024;Maio;Congo, República Democrática;28829031
Exportação;2024;Maio;Cook, Ilhas;654564
Exportação;2024;Maio;Coreia do Sul;525034929
Exportação;2024;Maio;Costa Rica;60320896
Exportação;2024;Maio;Costa do Marfim;8361
Exportação;2024;Maio;Coveite (Kuweit);18228717
Exportação;2024;Maio;Croácia;4748292
Exportação;2024;Maio;Cuba;20605
Exportação;2024;Maio;Curaçao;4486262
Exportação;2024;Maio;Dinamarca;24414933
Exportação;2024;Maio;Djibuti;3608085
Exportação;2024;Maio;Dominica;600940
Exportação;2024;Maio;Egito;362848385
Exportação;2024;Maio;El Salvador;8586326
Exportação;2024;Maio;Emirados Árabes Unidos;461447942
Exportação;2024;Maio;Equador;97905
Exportação;2024;Maio;Eslováquia;2865956
Exportação;2024;Maio;Eslovênia;17835193
Exportação;2024;Maio;Espanha;1549549768
Exportação;2024;Maio;Estados Unidos;3234894895
Exportação;2024;Maio;Estônia;8667510
Exportação;2024;Maio;Etiópia;2776084
Exportação;2024;Maio;Faroe, Ilhas;8541
Exportação;2024;Maio;Fiji;116033
Exportação;2024;Maio;Filipinas;127761546
Exportação;2024;Maio;Finlândia;25172984
Exportação;2024;Maio;França;269742985
Exportação;2024;Maio;Gabão;4279559
Exportação;2024;Maio;Gana;41823265
Exportação;2024;Maio;Geórgia;46958387
Exportação;2024;Maio;Gibraltar;531244
Exportação;2024;Maio;Granada;1363165
Exportação;2024;Maio;Grécia;50207387
Exportação;2024;Maio;Guadalupe;1932630
Exportação;2024;Maio;Guam;40344
Exportação;2024;Maio;Guatemala;32053466
Exportação;2024;Maio;Guiana;53074753
Exportação;2024;Maio;Guiana Francesa;718196
Exportação;2024;Maio;Guiné;16928729
Exportação;2024;Maio;Guiné Equatorial;2822641
Exportação;2024;Maio;Guiné-Bissau;531800
Exportação;2024;Maio;Gâmbia;6892951
Exportação;2024;Maio;Haiti;2145246
Exportação;2024;Maio;Honduras;15902217
Exportação;2024;Maio;Hong Kong;141345571
Exportação;2024;Maio;Hungria;4513302
Exportação;2024;Maio;Ilha de Man;9240
Exportação;2024;Maio;Indonésia;231204856
Exportação;2024;Maio;Iraque;69788209
Exportação;2024;Maio;Irlanda;8343570
Exportação;2024;Maio;Irã;140426316
Exportação;2024;Maio;Islândia;61162
Exportação;2024;Maio;Israel;23411366
Exportação;2024;Maio;Itália;455657263
Exportação;2024;Maio;Iêmen;14068551
Exportação;2024;Maio;Jamaica;6969606
Exportação;2024;Maio;Japão;455436172
Exportação;2024;Maio;Jordânia;35193540
Exportação;2024;Maio;Laos;1725886
Exportação;2024;Maio;Letônia;15952757
Exportação;2024;Maio;Libéria;42615105
Exportação;2024;Maio;Liechtenstein;146630
Exportação;2024;Maio;Lituânia;2470843
Exportação;2024;Maio;Luxemburgo;4760067
Exportação;2024;Maio;Líbano;35238551
Exportação;2024;Maio;Líbia;55328823
Exportação;2024;Maio;Macedônia;1656472
Exportação;2024;Maio;Madagascar;3820206
Exportação;2024;Maio;Malavi;176141
Exportação;2024;Maio;Maldivas;1794144
Exportação;2024;Maio;Mali;306
Exportação;2024;Maio;Malta;12941212
Exportação;2024;Maio;Malásia;383424854
Exportação;2024;Maio;Marianas do Norte, Ilhas;63191
Exportação;2024;Maio;Marrocos;61710753
Exportação;2024;Maio;Marshall, Ilhas;29835326
Exportação;2024;Maio;Martinica;721230
Exportação;2024;Maio;Mauritânia;14481743
Exportação;2024;Maio;Maurício;2275696
Exportação;2024;Maio;Mayotte;107563
Exportação;2024;Maio;Mianmar;3979734
Exportação;2024;Maio;Micronésia;1469
Exportação;2024;Maio;Moldávia;90779
Exportação;2024;Maio;Mongólia;617380
Exportação;2024;Maio;Montenegro;933930
Exportação;2024;Maio;Moçambique;3548940
Exportação;2024;Maio;México;695948587
Exportação;2024;Maio;Mônaco;149693
Exportação;2024;Maio;Namíbia;292274
Exportação;2024;Maio;Nauru;6031
Exportação;2024;Maio;Nepal;250486
Exportação;2024;Maio;Nicarágua;5426125
Exportação;2024;Maio;Nigéria;74674154
Exportação;2024;Maio;Norfolk, Ilha;34471
Exportação;2024;Maio;Noruega;121707567
Exportação;2024;Maio;Nova Caledônia;745682
Exportação;2024;Maio;Nova Zelândia;6378807
Exportação;2024;Maio;Níger;194540
Exportação;2024;Maio;Omã;126753465
Exportação;2024;Maio;Pacífico, Ilhas do (EUA);43344
Exportação;2024;Maio;Palau;2442
Exportação;2024;Maio;Palestina;2529295
Exportação;2024;Maio;Panamá;78810528
Exportação;2024;Maio;Papua Nova Guiné;590002
Exportação;2024;Maio;Paquistão;68065306
Exportação;2024;Maio;Paraguai;285595631
Exportação;2024;Maio;Países Baixos (Holanda);1000875129
Exportação;2024;Maio;Peru;241020049
Exportação;2024;Maio;Pitcairn;14310
Exportação;2024;Maio;Polinésia Francesa;1125411
Exportação;2024;Maio;Polônia;112920491
Exportação;2024;Maio;Porto Rico;35067487
Exportação;2024;Maio;Portugal;391991655
Exportação;2024;Maio;Quênia;6146676
Exportação;2024;Maio;Reino Unido;267467940
Exportação;2024;Maio;República Centro-Africana;78982
Exportação;2024;Maio;República Dominicana;65412919
Exportação;2024;Maio;Reunião;211917
Exportação;2024;Maio;Romênia;23330868
Exportação;2024;Maio;Ruanda;96820
Exportação;2024;Maio;Rússia;149498065
Exportação;2024;Maio;Samoa;374781
Exportação;2024;Maio;Samoa Americana;63681
Exportação;2024;Maio;San Marino;7630
Exportação;2024;Maio;Santa Lúcia;215077
Exportação;2024;Maio;Seicheles;871354
Exportação;2024;Maio;Senegal;20212884
Exportação;2024;Maio;Serra Leoa;3049809
Exportação;2024;Maio;Singapura;546961800
Exportação;2024;Maio;Sint Maarten;910498
Exportação;2024;Maio;Somália;865573
Exportação;2024;Maio;Sri Lanka;1733968
Exportação;2024;Maio;Suazilândia;45360
Exportação;2024;Maio;Sudão;327952
Exportação;2024;Maio;Suriname;3586309
Exportação;2024;Maio;Suécia;52153100
Exportação;2024;Maio;Suíça;112409542
Exportação;2024;Maio;São Bartolomeu;23589
Exportação;2024;Maio;São Cristóvão e Névis;264565
Exportação;2024;Maio;São Martinho, Ilha de (parte francesa);4610
Exportação;2024;Maio;São Tomé e Príncipe;440350
Exportação;2024;Maio;São Vicente e Granadinas;173771
Exportação;2024;Maio;Sérvia;4246350
Exportação;2024;Maio;Síria;4931199
Exportação;2024;Maio;Tadjiquistão;27450
Exportação;2024;Maio;Tailândia;309531656
Exportação;2024;Maio;Taiwan (Formosa);171638760
Exportação;2024;Maio;Tanzânia;3982523
Exportação;2024;Maio;Tcheca, República;3541036
Exportação;2024;Maio;Terras Austrais Francesas;52869
Exportação;2024;Maio;Timor Leste;682992
Exportação;2024;Maio;Togo;11584104
Exportação;2024;Maio;Tonga;27971
Exportação;2024;Maio;Trinidad e Tobago;40073425
Exportação;2024;Maio;Tunísia;21771532
Exportação;2024;Maio;Turcas e Caicos, Ilhas;183508
Exportação;2024;Maio;Turcomenistão;633605
Exportação;2024;Maio;Turquia;516522449
Exportação;2024;Maio;Ucrânia;2702828
Exportação;2024;Maio;Uganda;649784
Exportação;2024;Maio;Uruguai;204894688
Exportação;2024;Maio;Uzbequistão;28156657
Exportação;2024;Maio;Vanuatu;215540
Exportação;2024;Maio;Venezuela;93477003
Exportação;2024;Maio;Vietnã;246578213
Exportação;2024;Maio;Virgens, Ilhas (Americanas);36549773
Exportação;2024;Maio;Virgens, Ilhas (Britânicas);1650
Exportação;2024;Maio;Zimbábue;527711
Exportação;2024;Maio;Zâmbia;1049537
Exportação;2024;Maio;África do Sul;118899616
Exportação;2024;Maio;Áustria;7412507
Exportação;2024;Maio;Índia;260083144
Exportação;2024;Junho;Afeganistão;261408
Exportação;2024;Junho;Albânia;8454434
Exportação;2024;Junho;Alemanha;565596540
Exportação;2024;Junho;Andorra;34280
Exportação;2024;Junho;Angola;48284055
Exportação;2024;Junho;Anguilla;9136
Exportação;2024;Junho;Antígua e Barbuda;3390873
Exportação;2024;Junho;Argentina;947767784
Exportação;2024;Junho;Argélia;156491269
Exportação;2024;Junho;Armênia;1560365
Exportação;2024;Junho;Aruba;3198321
Exportação;2024;Junho;Arábia Saudita;284422582
Exportação;2024;Junho;Austrália;45097316
Exportação;2024;Junho;Azerbaijão;1425358
Exportação;2024;Junho;Bahamas;9477070
Exportação;2024;Junho;Bangladesh;177853354
Exportação;2024;Junho;Barbados;2835636
Exportação;2024;Junho;Barein;61080623
Exportação;2024;Junho;Belarus;698981
Exportação;2024;Junho;Belize;417333
Exportação;2024;Junho;Benin;11784909
Exportação;2024;Junho;Bermudas;570298
Exportação;2024;Junho;Bolívia;111689250
Exportação;2024;Junho;Bonaire, Saint Eustatius e Saba;590474
Exportação;2024;Junho;Botsuana;41215
Exportação;2024;Junho;Brasil;3595039
Exportação;2024;Junho;Brunei;1435099
Exportação;2024;Junho;Bulgária;2716
Exportação;2024;Junho;Burkina Faso;41556
Exportação;2024;Junho;Butão;292083
Exportação;2024;Junho;Bélgica;325358533
Exportação;2024;Junho;Bósnia-Herzegovina;249523
Exportação;2024;Junho;Cabo Verde;3551384
Exportação;2024;Junho;Camarões;18431436
Exportação;2024;Junho;Camboja;2079666
Exportação;2024;Junho;Canadá;502230671
Exportação;2024;Junho;Catar;25537279
Exportação;2024;Junho;Cayman, Ilhas;177639
Exportação;2024;Junho;Cazaquistão;2730293
Exportação;2024;Junho;Chade;664648
Exportação;2024;Junho;Chile;555687087
Exportação;2024;Junho;China;9591397610
Exportação;2024;Junho;Chipre;6609284
Exportação;2024;Junho;Colômbia;244585586
Exportação;2024;Junho;Comores;1127498
Exportação;2024;Junho;Congo;6350454
Exportação;2024;Junho;Congo, República Democrática;11061412
Exportação;2024;Junho;Cook, Ilhas;812326
Exportação;2024;Junho;Coreia do Sul;239910048
Exportação;2024;Junho;Costa Rica;38647
Exportação;2024;Junho;Costa do Marfim;23887031
Exportação;2024;Junho;Coveite (Kuweit);21518375
Exportação;2024;Junho;Croácia;73806
Exportação;2024;Junho;Cuba;20668292
Exportação;2024;Junho;Curaçao;4877347
Exportação;2024;Junho;Dinamarca;14560808
Exportação;2024;Junho;Djibuti;5780795
Exportação;2024;Junho;Dominica;368304
Exportação;2024;Junho;Egito;336831373
Exportação;2024;Junho;El Salvador;18053042
Exportação;2024;Junho;Emirados Árabes Unidos;347706079
Exportação;2024;Junho;Equador;65669788
Exportação;2024;Junho;Eslováquia;2026119
Exportação;2024;Junho;Eslovênia;41326315
Exportação;2024;Junho;Espanha;660748479
Exportação;2024;Junho;Estados Unidos;3283767047
Exportação;2024;Junho;Estônia;9810356
Exportação;2024;Junho;Etiópia;1863786
Exportação;2024;Junho;Falkland (Malvinas);2932
Exportação;2024;Junho;Faroe, Ilhas;24
Exportação;2024;Junho;Filipinas;127974616
Exportação;2024;Junho;Finlândia;12704450
Exportação;2024;Junho;França;232456391
Exportação;2024;Junho;Gabão;5349862
Exportação;2024;Junho;Gana;22163735
Exportação;2024;Junho;Geórgia;57161119
Exportação;2024;Junho;Gibraltar;269463
Exportação;2024;Junho;Granada;1031267
Exportação;2024;Junho;Grécia;27240
Exportação;2024;Junho;Guadalupe;426534
Exportação;2024;Junho;Guam;95683
Exportação;2024;Junho;Guatemala;40218812
Exportação;2024;Junho;Guernsey;3000
Exportação;2024;Junho;Guiana;20942772
Exportação;2024;Junho;Guiana Francesa;279236
Exportação;2024;Junho;Guiné;21743073
Exportação;2024;Junho;Guiné Equatorial;2275483
Exportação;2024;Junho;Guiné-Bissau;574925
Exportação;2024;Junho;Gâmbia;4378473
Exportação;2024;Junho;Haiti;4962494
Exportação;2024;Junho;Honduras;19562706
Exportação;2024;Junho;Hong Kong;131582644
Exportação;2024;Junho;Hungria;2792686
Exportação;2024;Junho;Ilha de Man;1273086
Exportação;2024;Junho;Indonésia;448974771
Exportação;2024;Junho;Iraque;136710829
Exportação;2024;Junho;Irlanda;13861500
Exportação;2024;Junho;Irã;275796927
Exportação;2024;Junho;Islândia;48808919
Exportação;2024;Junho;Israel;13799
Exportação;2024;Junho;Itália;378175526
Exportação;2024;Junho;Iêmen;23940504
Exportação;2024;Junho;Jamaica;72079282
Exportação;2024;Junho;Japão;392292809
Exportação;2024;Junho;Jersey;25
Exportação;2024;Junho;Jordânia;30444667
Exportação;2024;Junho;Laos;1823724
Exportação;2024;Junho;Letônia;2335277
Exportação;2024;Junho;Libéria;40889
Exportação;2024;Junho;Liechtenstein;988449
Exportação;2024;Junho;Lituânia;2469339
Exportação;2024;Junho;Luxemburgo;3278377
Exportação;2024;Junho;Líbano;44021365
Exportação;2024;Junho;Líbia;70888978
Exportação;2024;Junho;Macau;231
Exportação;2024;Junho;Macedônia;1064405
Exportação;2024;Junho;Madagascar;2448410
Exportação;2024;Junho;Malavi;153383
Exportação;2024;Junho;Maldivas;2456049
Exportação;2024;Junho;Mali;215473
Exportação;2024;Junho;Malta;10088739
Exportação;2024;Junho;Malásia;344321533
Exportação;2024;Junho;Marianas do Norte, Ilhas;5824
Exportação;2024;Junho;Marrocos;602457
Exportação;2024;Junho;Marshall, Ilhas;30331520
Exportação;2024;Junho;Martinica;462213
Exportação;2024;Junho;Mauritânia;38804530
Exportação;2024;Junho;Maurício;15212548
Exportação;2024;Junho;Mayotte;338285
Exportação;2024;Junho;Mianmar;2808864
Exportação;2024;Junho;Micronésia;1053
Exportação;2024;Junho;Moldávia;77102
Exportação;2024;Junho;Mongólia;348795
Exportação;2024;Junho;Montenegro;18334
Exportação;2024;Junho;Montserrat;41048
Exportação;2024;Junho;Moçambique;3705391
Exportação;2024;Junho;México;588038125
Exportação;2024;Junho;Mônaco;2750
Exportação;2024;Junho;Namíbia;473282
Exportação;2024;Junho;Nepal;491883
Exportação;2024;Junho;Nicarágua;6868517
Exportação;2024;Junho;Nigéria;47460560
Exportação;2024;Junho;Norfolk, Ilha;166400
Exportação;2024;Junho;Noruega;133488788
Exportação;2024;Junho;Nova Caledônia;882120
Exportação;2024;Junho;Nova Zelândia;9069883
Exportação;2024;Junho;Níger;311554
Exportação;2024;Junho;Omã;80649768
Exportação;2024;Junho;Pacífico, Ilhas do (EUA);988
Exportação;2024;Junho;Palau;175243
Exportação;2024;Junho;Palestina;2047613
Exportação;2024;Junho;Panamá;84037172
Exportação;2024;Junho;Papua Nova Guiné;125984
Exportação;2024;Junho;Paquistão;46929112
Exportação;2024;Junho;Paraguai;370811
Exportação;2024;Junho;Países Baixos (Holanda);1058267330
Exportação;2024;Junho;Peru;200955703
Exportação;2024;Junho;Pitcairn;5343
Exportação;2024;Junho;Polinésia Francesa;336373
Exportação;2024;Junho;Polônia;127994522
Exportação;2024;Junho;Porto Rico;13555982
Exportação;2024;Junho;Portugal;389935236
Exportação;2024;Junho;Quirguistão;12976
Exportação;2024;Junho;Quênia;5814883
Exportação;2024;Junho;Reino Unido;233086935
Exportação;2024;Junho;República Centro-Africana;48253
Exportação;2024;Junho;República Dominicana;95908
Exportação;2024;Junho;Reunião;377381
Exportação;2024;Junho;Romênia;7484447
Exportação;2024;Junho;Ruanda;26587
Exportação;2024;Junho;Rússia;123164
Exportação;2024;Junho;Salomão, Ilhas;32848
Exportação;2024;Junho;Samoa;202339
Exportação;2024;Junho;Samoa Americana;40516
Exportação;2024;Junho;Santa Lúcia;182
Exportação;2024;Junho;Seicheles;1515755
Exportação;2024;Junho;Senegal;35715855
Exportação;2024;Junho;Serra Leoa;2712366
Exportação;2024;Junho;Singapura;551881819
Exportação;2024;Junho;Sint Maarten;1074691
Exportação;2024;Junho;Somália;7311621
Exportação;2024;Junho;Sri Lanka;5318139
Exportação;2024;Junho;Suazilândia;151298
Exportação;2024;Junho;Sudão;215432
Exportação;2024;Junho;Suriname;7074032
Exportação;2024;Junho;Suécia;103977652
Exportação;2024;Junho;Suíça;88643585
Exportação;2024;Junho;Svalbard e Jan Mayen;5393
Exportação;2024;Junho;São Bartolomeu;189079
Exportação;2024;Junho;São Cristóvão e Névis;322577
Exportação;2024;Junho;São Martinho, Ilha de (parte francesa);546
Exportação;2024;Junho;São Tomé e Príncipe;175229
Exportação;2024;Junho;São Vicente e Granadinas;116356
Exportação;2024;Junho;Sérvia;3818607
Exportação;2024;Junho;Síria;13303088
Exportação;2024;Junho;Tadjiquistão;51377
Exportação;2024;Junho;Tailândia;341664630
Exportação;2024;Junho;Taiwan (Formosa);133673687
Exportação;2024;Junho;Tanzânia;3122923
Exportação;2024;Junho;Tcheca, República;2851052
Exportação;2024;Junho;Timor Leste;2272605
Exportação;2024;Junho;Togo;38930
Exportação;2024;Junho;Tonga;456053
Exportação;2024;Junho;Toquelau;30645
Exportação;2024;Junho;Trinidad e Tobago;32937955
Exportação;2024;Junho;Tunísia;21305157
Exportação;2024;Junho;Turcas e Caicos, Ilhas;190
Exportação;2024;Junho;Turcomenistão;495070
Exportação;2024;Junho;Turquia;460455600
Exportação;2024;Junho;Ucrânia;4142706
Exportação;2024;Junho;Uganda;816210
Exportação;2024;Junho;Uruguai;226194
Exportação;2024;Junho;Uzbequistão;8953425
Exportação;2024;Junho;Vanuatu;92008
Exportação;2024;Junho;Venezuela;83094179
Exportação;2024;Junho;Vietnã;253660241
Exportação;2024;Junho;Virgens, Ilhas (Americanas);91578247
Exportação;2024;Junho;Virgens, Ilhas (Britânicas);386043
Exportação;2024;Junho;Zimbábue;450505
Exportação;2024;Junho;Zâmbia;914851
Exportação;2024;Junho;África do Sul;135402240
Exportação;2024;Junho;Áustria;9614616
Exportação;2024;Junho;Índia;367818752
Exportação;2024;Julho;Afeganistão;241759
Exportação;2024;Julho;Albânia;7568032
Exportação;2024;Julho;Alemanha;330935696
Exportação;2024;Julho;Angola;46589372
Exportação;2024;Julho;Anguilla;177650
Exportação;2024;Julho;Antígua e Barbuda;2235928
Exportação;2024;Julho;Argentina;1166838408
Exportação;2024;Julho;Argélia;243863570
Exportação;2024;Julho;Armênia;4917334
Exportação;2024;Julho;Aruba;4659655
Exportação;2024;Julho;Arábia Saudita;215658140
Exportação;2024;Julho;Austrália;56072025
Exportação;2024;Julho;Azerbaijão;1783
Exportação;2024;Julho;Bahamas;14879795
Exportação;2024;Julho;Bangladesh;127114791
Exportação;2024;Julho;Barbados;1836637
Exportação;2024;Julho;Barein;77530096
Exportação;2024;Julho;Belarus;487813
Exportação;2024;Julho;Belize;1772496
Exportação;2024;Julho;Benin;58237
Exportação;2024;Julho;Bermudas;1738468
Exportação;2024;Julho;Bolívia;122428908
Exportação;2024;Julho;Bonaire, Saint Eustatius e Saba;373
Exportação;2024;Julho;Botsuana;79867
Exportação;2024;Julho;Brasil;27787197
Exportação;2024;Julho;Brunei;306068
Exportação;2024;Julho;Bulgária;108271527
Exportação;2024;Julho;Burkina Faso;186506
Exportação;2024;Julho;Burundi;4051
Exportação;2024;Julho;Butão;206113
Exportação;2024;Julho;Bélgica;287830765
Exportação;2024;Julho;Bósnia-Herzegovina;109583
Exportação;2024;Julho;Cabo Verde;3579189
Exportação;2024;Julho;Camarões;21690998
Exportação;2024;Julho;Camboja;1812
Exportação;2024;Julho;Canadá;602150530
Exportação;2024;Julho;Catar;50315816
Exportação;2024;Julho;Cayman, Ilhas;991697
Exportação;2024;Julho;Cazaquistão;1819950
Exportação;2024;Julho;Chade;4026
Exportação;2024;Julho;Chile;602094697
Exportação;2024;Julho;China;12597056
Exportação;2024;Julho;Chipre;6178329
Exportação;2024;Julho;Colômbia;283274372
Exportação;2024;Julho;Comores;1946
Exportação;2024;Julho;Congo;5285066
Exportação;2024;Julho;Congo, República Democrática;14032085
Exportação;2024;Julho;Cook, Ilhas;287294
Exportação;2024;Julho;Coreia do Sul;397187003
Exportação;2024;Julho;Costa Rica;25868474
