Operation;Year;Month;Country;Value US$ FOB
Exportação;2022;Janeiro;Afeganistão;6900
Exportação;2022;Janeiro;Aland, Ilhas;2368
Exportação;2022;Janeiro;Albânia;5241283
Exportação;2022;Janeiro;Alemanha;475857887
Exportação;2022;Janeiro;Angola;58670243
Exportação;2022;Janeiro;Anguilla;62792
Exportação;2022;Janeiro;Antártica;67785
Exportação;2022;Janeiro;Antígua e Barbuda;5953042
Exportação;2022;Janeiro;Argentina;945039786
Exportação;2022;Janeiro;Argélia;119697786
Exportação;2022;Janeiro;Armênia;715108
Exportação;2022;Janeiro;Aruba;1940269
Exportação;2022;Janeiro;Arábia Saudita;191715582
Exportação;2022;Janeiro;Austrália;45168945
Exportação;2022;Janeiro;Azerbaijão;1489968
Exportação;2022;Janeiro;Bahamas;8918889
Exportação;2022;Janeiro;Bangladesh;96381647
Exportação;2022;Janeiro;Barbados;2329814
Exportação;2022;Janeiro;Barein;95851770
Exportação;2022;Janeiro;Belarus;1711780
Exportação;2022;Janeiro;Belize;944560
Exportação;2022;Janeiro;Benin;5362666
Exportação;2022;Janeiro;Bermudas;5413
Exportação;2022;Janeiro;Bolívia;126262850
Exportação;2022;Janeiro;Bonaire, Saint Eustatius e Saba;123870
Exportação;2022;Janeiro;Botsuana;117655
Exportação;2022;Janeiro;Brasil;427542
Exportação;2022;Janeiro;Brunei;91515
Exportação;2022;Janeiro;Bulgária;1136899
Exportação;2022;Janeiro;Burkina Faso;472988
Exportação;2022;Janeiro;Butão;1490
Exportação;2022;Janeiro;Bélgica;392066374
Exportação;2022;Janeiro;Bósnia-Herzegovina;242512
Exportação;2022;Janeiro;Cabo Verde;2328943
Exportação;2022;Janeiro;Camarões;4056437
Exportação;2022;Janeiro;Camboja;2059891
Exportação;2022;Janeiro;Canadá;353251472
Exportação;2022;Janeiro;Catar;18412677
Exportação;2022;Janeiro;Cayman, Ilhas;535493
Exportação;2022;Janeiro;Cazaquistão;900393
Exportação;2022;Janeiro;Chade;567
Exportação;2022;Janeiro;Chile;627074267
Exportação;2022;Janeiro;China;4417871873
Exportação;2022;Janeiro;Chipre;7730349
Exportação;2022;Janeiro;Colômbia;256490666
Exportação;2022;Janeiro;Comores;578051
Exportação;2022;Janeiro;Congo;4986272
Exportação;2022;Janeiro;Congo, República Democrática;4131560
Exportação;2022;Janeiro;Cook, Ilhas;9106
Exportação;2022;Janeiro;Coreia do Sul;474786420
Exportação;2022;Janeiro;Costa Rica;25905839
Exportação;2022;Janeiro;Costa do Marfim;5773378
Exportação;2022;Janeiro;Coveite (Kuweit);19194422
Exportação;2022;Janeiro;Croácia;15640355
Exportação;2022;Janeiro;Cuba;7608028
Exportação;2022;Janeiro;Curaçao;1836270
Exportação;2022;Janeiro;Dinamarca;26148692
Exportação;2022;Janeiro;Djibuti;224663
Exportação;2022;Janeiro;Dominica;306605
Exportação;2022;Janeiro;Egito;298828093
Exportação;2022;Janeiro;El Salvador;7752918
Exportação;2022;Janeiro;Emirados Árabes Unidos;233414699
Exportação;2022;Janeiro;Equador;71283249
Exportação;2022;Janeiro;Eritreia;617
Exportação;2022;Janeiro;Eslováquia;3282759
Exportação;2022;Janeiro;Eslovênia;15081795
Exportação;2022;Janeiro;Espanha;414398003
Exportação;2022;Janeiro;Estados Unidos;2196232994
Exportação;2022;Janeiro;Estônia;2107521
Exportação;2022;Janeiro;Etiópia;769136
Exportação;2022;Janeiro;Falkland (Malvinas);23068
Exportação;2022;Janeiro;Fiji;26143
Exportação;2022;Janeiro;Filipinas;96168625
Exportação;2022;Janeiro;Finlândia;16966391
Exportação;2022;Janeiro;França;238725262
Exportação;2022;Janeiro;Gabão;3685248
Exportação;2022;Janeiro;Gana;27509647
Exportação;2022;Janeiro;Geórgia;12164653
Exportação;2022;Janeiro;Gibraltar;356
Exportação;2022;Janeiro;Granada;600652
Exportação;2022;Janeiro;Grécia;15779632
Exportação;2022;Janeiro;Guadalupe;849852
Exportação;2022;Janeiro;Guatemala;20756079
Exportação;2022;Janeiro;Guiana;4181323
Exportação;2022;Janeiro;Guiana Francesa;756733
Exportação;2022;Janeiro;Guiné;5189819
Exportação;2022;Janeiro;Guiné Equatorial;1205110
Exportação;2022;Janeiro;Guiné-Bissau;33
Exportação;2022;Janeiro;Gâmbia;12196123
Exportação;2022;Janeiro;Haiti;4617032
Exportação;2022;Janeiro;Honduras;11059150
Exportação;2022;Janeiro;Hong Kong;105171303
Exportação;2022;Janeiro;Hungria;4765046
Exportação;2022;Janeiro;Ilha de Man;894413
Exportação;2022;Janeiro;Indonésia;222941523
Exportação;2022;Janeiro;Iraque;36838932
Exportação;2022;Janeiro;Irlanda;16752810
Exportação;2022;Janeiro;Irã;164670
Exportação;2022;Janeiro;Islândia;36572864
Exportação;2022;Janeiro;Israel;133444524
Exportação;2022;Janeiro;Itália;313503029
Exportação;2022;Janeiro;Iêmen;23654841
Exportação;2022;Janeiro;Jamaica;8406147
Exportação;2022;Janeiro;Japão;542505095
Exportação;2022;Janeiro;Jersey;136
Exportação;2022;Janeiro;Jordânia;31962512
Exportação;2022;Janeiro;Kiribati;34099
Exportação;2022;Janeiro;Laos;58191
Exportação;2022;Janeiro;Letônia;1906289
Exportação;2022;Janeiro;Libéria;27715690
Exportação;2022;Janeiro;Liechtenstein;891190
Exportação;2022;Janeiro;Lituânia;2851587
Exportação;2022;Janeiro;Luxemburgo;6161953
Exportação;2022;Janeiro;Líbano;19842
Exportação;2022;Janeiro;Líbia;17678175
Exportação;2022;Janeiro;Macau;45897
Exportação;2022;Janeiro;Macedônia;1157177
Exportação;2022;Janeiro;Madagascar;1138152
Exportação;2022;Janeiro;Malavi;55479
Exportação;2022;Janeiro;Maldivas;1658276
Exportação;2022;Janeiro;Mali;447
Exportação;2022;Janeiro;Malta;8468125
Exportação;2022;Janeiro;Malásia;243246517
Exportação;2022;Janeiro;Marrocos;104260368
Exportação;2022;Janeiro;Marshall, Ilhas;24748068
Exportação;2022;Janeiro;Martinica;844624
Exportação;2022;Janeiro;Mauritânia;6979396
Exportação;2022;Janeiro;Maurício;1459135
Exportação;2022;Janeiro;Mayotte;61753
Exportação;2022;Janeiro;Mianmar;2411169
Exportação;2022;Janeiro;Moldávia;508841
Exportação;2022;Janeiro;Mongólia;1737
Exportação;2022;Janeiro;Montenegro;2824824
Exportação;2022;Janeiro;Moçambique;1896426
Exportação;2022;Janeiro;México;326094382
Exportação;2022;Janeiro;Mônaco;6117
Exportação;2022;Janeiro;Namíbia;1105808
Exportação;2022;Janeiro;Nepal;6196767
Exportação;2022;Janeiro;Nicarágua;4793757
Exportação;2022;Janeiro;Nigéria;70516912
Exportação;2022;Janeiro;Niue;23113
Exportação;2022;Janeiro;Norfolk, Ilha;148409
Exportação;2022;Janeiro;Noruega;58792667
Exportação;2022;Janeiro;Nova Caledônia;500257
Exportação;2022;Janeiro;Nova Zelândia;5650231
Exportação;2022;Janeiro;Níger;115132
Exportação;2022;Janeiro;Omã;69655629
Exportação;2022;Janeiro;Pacífico, Ilhas do (EUA);2604
Exportação;2022;Janeiro;Palestina;3969480
Exportação;2022;Janeiro;Panamá;45187108
Exportação;2022;Janeiro;Papua Nova Guiné;344830
Exportação;2022;Janeiro;Paquistão;55814230
Exportação;2022;Janeiro;Paraguai;216213062
Exportação;2022;Janeiro;Países Baixos (Holanda);563997723
Exportação;2022;Janeiro;Peru;2517309
Exportação;2022;Janeiro;Polinésia Francesa;771
Exportação;2022;Janeiro;Polônia;31991690
Exportação;2022;Janeiro;Porto Rico;10358748
Exportação;2022;Janeiro;Portugal;163889294
Exportação;2022;Janeiro;Quênia;7789645
Exportação;2022;Janeiro;Reino Unido;244188292
Exportação;2022;Janeiro;República Centro-Africana;203603
Exportação;2022;Janeiro;República Dominicana;81195362
Exportação;2022;Janeiro;Reunião;442
Exportação;2022;Janeiro;Romênia;42064113
Exportação;2022;Janeiro;Ruanda;34195
Exportação;2022;Janeiro;Rússia;225630305
Exportação;2022;Janeiro;Samoa;91426
Exportação;2022;Janeiro;Samoa Americana;179922
Exportação;2022;Janeiro;Santa Helena;9854
Exportação;2022;Janeiro;Santa Lúcia;132568
Exportação;2022;Janeiro;Seicheles;315487
Exportação;2022;Janeiro;Senegal;14241382
Exportação;2022;Janeiro;Serra Leoa;1286637
Exportação;2022;Janeiro;Singapura;710499661
Exportação;2022;Janeiro;Sint Maarten;324
Exportação;2022;Janeiro;Somália;924297
Exportação;2022;Janeiro;Sri Lanka;1340760
Exportação;2022;Janeiro;Sudão;416808
Exportação;2022;Janeiro;Sudão do Sul;147257
Exportação;2022;Janeiro;Suriname;2267721
Exportação;2022;Janeiro;Suécia;33315536
Exportação;2022;Janeiro;Suíça;96543349
Exportação;2022;Janeiro;São Bartolomeu;260563
Exportação;2022;Janeiro;São Cristóvão e Névis;37848
Exportação;2022;Janeiro;São Martinho, Ilha de (parte francesa);17393
Exportação;2022;Janeiro;São Tomé e Príncipe;521143
Exportação;2022;Janeiro;São Vicente e Granadinas;274433
Exportação;2022;Janeiro;Sérvia;4985754
Exportação;2022;Janeiro;Síria;3908978
Exportação;2022;Janeiro;Tailândia;65874829
Exportação;2022;Janeiro;Taiwan (Formosa);73877774
Exportação;2022;Janeiro;Tanzânia;5164158
Exportação;2022;Janeiro;Tcheca, República;2892787
Exportação;2022;Janeiro;Terras Austrais Francesas;9256
Exportação;2022;Janeiro;Timor Leste;612448
Exportação;2022;Janeiro;Togo;19851183
Exportação;2022;Janeiro;Tonga;20053
Exportação;2022;Janeiro;Toquelau;17463
Exportação;2022;Janeiro;Trinidad e Tobago;19062206
Exportação;2022;Janeiro;Tunísia;14413432
Exportação;2022;Janeiro;Turcas e Caicos, Ilhas;104637
Exportação;2022;Janeiro;Turcomenistão;194810
Exportação;2022;Janeiro;Turquia;289063302
Exportação;2022;Janeiro;Ucrânia;24541370
Exportação;2022;Janeiro;Uganda;1252
Exportação;2022;Janeiro;Uruguai;161191165
Exportação;2022;Janeiro;Uzbequistão;3969030
Exportação;2022;Janeiro;Vanuatu;370815
Exportação;2022;Janeiro;Venezuela;82195809
Exportação;2022;Janeiro;Vietnã;277206682
Exportação;2022;Janeiro;Virgens, Ilhas (Americanas);65380837
Exportação;2022;Janeiro;Virgens, Ilhas (Britânicas);54880
Exportação;2022;Janeiro;Zimbábue;1320990
Exportação;2022;Janeiro;Zâmbia;465198
Exportação;2022;Janeiro;África do Sul;122786998
Exportação;2022;Janeiro;Áustria;6083675
Exportação;2022;Janeiro;Índia;480521438
Exportação;2022;Fevereiro;Afeganistão;95912
Exportação;2022;Fevereiro;Albânia;6693587
Exportação;2022;Fevereiro;Alemanha;468289929
Exportação;2022;Fevereiro;Angola;39328572
Exportação;2022;Fevereiro;Anguilla;132328
Exportação;2022;Fevereiro;Antígua e Barbuda;3574634
Exportação;2022;Fevereiro;Argentina;1032759295
Exportação;2022;Fevereiro;Argélia;140492034
Exportação;2022;Fevereiro;Armênia;217957
Exportação;2022;Fevereiro;Aruba;1941314
Exportação;2022;Fevereiro;Arábia Saudita;168610764
Exportação;2022;Fevereiro;Austrália;55719354
Exportação;2022;Fevereiro;Azerbaijão;4150068
Exportação;2022;Fevereiro;Bahamas;11791422
Exportação;2022;Fevereiro;Bangladesh;144942426
Exportação;2022;Fevereiro;Barbados;1377795
Exportação;2022;Fevereiro;Barein;85145748
Exportação;2022;Fevereiro;Belarus;606589
Exportação;2022;Fevereiro;Belize;8420
Exportação;2022;Fevereiro;Benin;12579578
Exportação;2022;Fevereiro;Bermudas;309294
Exportação;2022;Fevereiro;Bolívia;135982315
Exportação;2022;Fevereiro;Bonaire, Saint Eustatius e Saba;73662379
Exportação;2022;Fevereiro;Botsuana;143515
Exportação;2022;Fevereiro;Brasil;42538
Exportação;2022;Fevereiro;Brunei;89610
Exportação;2022;Fevereiro;Bulgária;1353194
Exportação;2022;Fevereiro;Burkina Faso;2148960
Exportação;2022;Fevereiro;Butão;1567
Exportação;2022;Fevereiro;Bélgica;430239289
Exportação;2022;Fevereiro;Bósnia-Herzegovina;494745
Exportação;2022;Fevereiro;Cabo Verde;2643959
Exportação;2022;Fevereiro;Camarões;9307478
Exportação;2022;Fevereiro;Camboja;1387653
Exportação;2022;Fevereiro;Canadá;386
Exportação;2022;Fevereiro;Catar;18554215
Exportação;2022;Fevereiro;Cayman, Ilhas;411598
Exportação;2022;Fevereiro;Cazaquistão;1763750
Exportação;2022;Fevereiro;Chade;224330
Exportação;2022;Fevereiro;Chile;642280939
Exportação;2022;Fevereiro;China;6266023578
Exportação;2022;Fevereiro;Chipre;7927022
Exportação;2022;Fevereiro;Colômbia;323885499
Exportação;2022;Fevereiro;Comores;1112062
Exportação;2022;Fevereiro;Congo;5236981
Exportação;2022;Fevereiro;Congo, República Democrática;13617898
Exportação;2022;Fevereiro;Coreia do Sul;490558130
Exportação;2022;Fevereiro;Costa Rica;29364358
Exportação;2022;Fevereiro;Costa do Marfim;7397246
Exportação;2022;Fevereiro;Coveite (Kuweit);15511609
Exportação;2022;Fevereiro;Croácia;6037646
Exportação;2022;Fevereiro;Cuba;34554303
Exportação;2022;Fevereiro;Curaçao;3245021
Exportação;2022;Fevereiro;Dinamarca;32057157
Exportação;2022;Fevereiro;Djibuti;729050
Exportação;2022;Fevereiro;Dominica;392611
Exportação;2022;Fevereiro;Egito;193986129
Exportação;2022;Fevereiro;El Salvador;11292761
Exportação;2022;Fevereiro;Emirados Árabes Unidos;209919746
Exportação;2022;Fevereiro;Equador;155690
Exportação;2022;Fevereiro;Eritreia;14755
Exportação;2022;Fevereiro;Eslováquia;4985646
Exportação;2022;Fevereiro;Eslovênia;72141773
Exportação;2022;Fevereiro;Espanha;602499463
Exportação;2022;Fevereiro;Estados Unidos;2470836873
Exportação;2022;Fevereiro;Estônia;1026858
Exportação;2022;Fevereiro;Etiópia;964168
Exportação;2022;Fevereiro;Faroe, Ilhas;19723
Exportação;2022;Fevereiro;Fiji;119389
Exportação;2022;Fevereiro;Filipinas;104647418
Exportação;2022;Fevereiro;Finlândia;27584362
Exportação;2022;Fevereiro;França;189511880
Exportação;2022;Fevereiro;Gabão;3354790
Exportação;2022;Fevereiro;Gana;18987533
Exportação;2022;Fevereiro;Geórgia;8806982
Exportação;2022;Fevereiro;Granada;700818
Exportação;2022;Fevereiro;Grécia;28219917
Exportação;2022;Fevereiro;Guadalupe;799206
Exportação;2022;Fevereiro;Guam;116851
Exportação;2022;Fevereiro;Guatemala;31522578
Exportação;2022;Fevereiro;Guernsey;155
Exportação;2022;Fevereiro;Guiana;39177398
Exportação;2022;Fevereiro;Guiana Francesa;265242
Exportação;2022;Fevereiro;Guiné;10378471
Exportação;2022;Fevereiro;Guiné Equatorial;1046067
Exportação;2022;Fevereiro;Guiné-Bissau;102283
Exportação;2022;Fevereiro;Gâmbia;17129488
Exportação;2022;Fevereiro;Haiti;4047213
Exportação;2022;Fevereiro;Honduras;17671900
Exportação;2022;Fevereiro;Hong Kong;103876144
Exportação;2022;Fevereiro;Hungria;4684383
Exportação;2022;Fevereiro;Ilha de Man;14283122
Exportação;2022;Fevereiro;Indonésia;226592069
Exportação;2022;Fevereiro;Iraque;11333328
Exportação;2022;Fevereiro;Irlanda;8802161
Exportação;2022;Fevereiro;Irã;140339743
Exportação;2022;Fevereiro;Islândia;31797544
Exportação;2022;Fevereiro;Israel;222689998
Exportação;2022;Fevereiro;Itália;373543894
Exportação;2022;Fevereiro;Iêmen;8105022
Exportação;2022;Fevereiro;Jamaica;4527472
Exportação;2022;Fevereiro;Japão;363048057
Exportação;2022;Fevereiro;Jersey;171
Exportação;2022;Fevereiro;Jordânia;22484677
Exportação;2022;Fevereiro;Laos;710
Exportação;2022;Fevereiro;Letônia;2426452
Exportação;2022;Fevereiro;Libéria;32976336
Exportação;2022;Fevereiro;Liechtenstein;1481521
Exportação;2022;Fevereiro;Lituânia;2942414
Exportação;2022;Fevereiro;Luxemburgo;11540723
Exportação;2022;Fevereiro;Líbano;23150994
Exportação;2022;Fevereiro;Líbia;16456252
Exportação;2022;Fevereiro;Macau;52084
Exportação;2022;Fevereiro;Macedônia;1094630
Exportação;2022;Fevereiro;Madagascar;5491293
Exportação;2022;Fevereiro;Malavi;39227
Exportação;2022;Fevereiro;Maldivas;1646
Exportação;2022;Fevereiro;Mali;396482
Exportação;2022;Fevereiro;Malta;97469
Exportação;2022;Fevereiro;Malásia;249457898
Exportação;2022;Fevereiro;Marrocos;77576850
Exportação;2022;Fevereiro;Marshall, Ilhas;23297954
Exportação;2022;Fevereiro;Martinica;488894
Exportação;2022;Fevereiro;Mauritânia;11080009
Exportação;2022;Fevereiro;Maurício;18684507
Exportação;2022;Fevereiro;Mayotte;180644
Exportação;2022;Fevereiro;Mianmar;6376881
Exportação;2022;Fevereiro;Moldávia;974522
Exportação;2022;Fevereiro;Mongólia;192330
Exportação;2022;Fevereiro;Montenegro;1741504
Exportação;2022;Fevereiro;Moçambique;2690453
Exportação;2022;Fevereiro;México;466904819
Exportação;2022;Fevereiro;Namíbia;755552
Exportação;2022;Fevereiro;Nepal;190387
Exportação;2022;Fevereiro;Nicarágua;7998765
Exportação;2022;Fevereiro;Nigéria;83827092
Exportação;2022;Fevereiro;Norfolk, Ilha;145530
Exportação;2022;Fevereiro;Noruega;172140432
Exportação;2022;Fevereiro;Nova Caledônia;552707
Exportação;2022;Fevereiro;Nova Zelândia;10264
Exportação;2022;Fevereiro;Níger;80840
Exportação;2022;Fevereiro;Omã;40438072
Exportação;2022;Fevereiro;Pacífico, Ilhas do (EUA);45
Exportação;2022;Fevereiro;Palestina;4208076
Exportação;2022;Fevereiro;Panamá;53558288
Exportação;2022;Fevereiro;Papua Nova Guiné;117840
Exportação;2022;Fevereiro;Paquistão;148693693
Exportação;2022;Fevereiro;Paraguai;256499
Exportação;2022;Fevereiro;Países Baixos (Holanda);689546553
Exportação;2022;Fevereiro;Peru;232687673
Exportação;2022;Fevereiro;Pitcairn;613928
Exportação;2022;Fevereiro;Polinésia Francesa;1327248
Exportação;2022;Fevereiro;Polônia;62045344
Exportação;2022;Fevereiro;Porto Rico;12557379
Exportação;2022;Fevereiro;Portugal;381056086
Exportação;2022;Fevereiro;Quirguistão;13706
Exportação;2022;Fevereiro;Quênia;2240350
Exportação;2022;Fevereiro;Reino Unido;257913089
Exportação;2022;Fevereiro;República Centro-Africana;28934986
Exportação;2022;Fevereiro;República Dominicana;76312723
Exportação;2022;Fevereiro;Reunião;245416
Exportação;2022;Fevereiro;Romênia;41740795
Exportação;2022;Fevereiro;Ruanda;109352
Exportação;2022;Fevereiro;Rússia;241547628
Exportação;2022;Fevereiro;Samoa;104858
Exportação;2022;Fevereiro;Samoa Americana;243192
Exportação;2022;Fevereiro;San Marino;6359
Exportação;2022;Fevereiro;Santa Lúcia;330512
Exportação;2022;Fevereiro;Seicheles;704345
Exportação;2022;Fevereiro;Senegal;3802413
Exportação;2022;Fevereiro;Serra Leoa;1029466
Exportação;2022;Fevereiro;Singapura;870332305
Exportação;2022;Fevereiro;Sint Maarten;749968
Exportação;2022;Fevereiro;Somália;472528
Exportação;2022;Fevereiro;Sri Lanka;1416530
Exportação;2022;Fevereiro;Sudão;23153930
Exportação;2022;Fevereiro;Sudão do Sul;121994
Exportação;2022;Fevereiro;Suriname;2207104
Exportação;2022;Fevereiro;Suécia;41287346
Exportação;2022;Fevereiro;Suíça;73284929
Exportação;2022;Fevereiro;São Bartolomeu;1525
Exportação;2022;Fevereiro;São Cristóvão e Névis;380566
Exportação;2022;Fevereiro;São Martinho, Ilha de (parte francesa);67222
Exportação;2022;Fevereiro;São Tomé e Príncipe;133098
Exportação;2022;Fevereiro;São Vicente e Granadinas;747325
Exportação;2022;Fevereiro;Sérvia;5062331
Exportação;2022;Fevereiro;Síria;2200349
Exportação;2022;Fevereiro;Tailândia;264867298
Exportação;2022;Fevereiro;Taiwan (Formosa);43791739
Exportação;2022;Fevereiro;Tanzânia;1868039
Exportação;2022;Fevereiro;Tcheca, República;3700608
Exportação;2022;Fevereiro;Terras Austrais Francesas;47056
Exportação;2022;Fevereiro;Timor Leste;635
Exportação;2022;Fevereiro;Togo;19575345
Exportação;2022;Fevereiro;Tonga;60758
Exportação;2022;Fevereiro;Trinidad e Tobago;18943418
Exportação;2022;Fevereiro;Tunísia;24759140
Exportação;2022;Fevereiro;Turcas e Caicos, Ilhas;86521
Exportação;2022;Fevereiro;Turcomenistão;946772
Exportação;2022;Fevereiro;Turquia;300997522
Exportação;2022;Fevereiro;Ucrânia;17667779
Exportação;2022;Fevereiro;Uganda;1021445
Exportação;2022;Fevereiro;Uruguai;252842041
Exportação;2022;Fevereiro;Uzbequistão;2448192
Exportação;2022;Fevereiro;Vanuatu;46414
Exportação;2022;Fevereiro;Venezuela;103287742
Exportação;2022;Fevereiro;Vietnã;246788626
Exportação;2022;Fevereiro;Virgens, Ilhas (Americanas);25393
Exportação;2022;Fevereiro;Virgens, Ilhas (Britânicas);16456
Exportação;2022;Fevereiro;Zimbábue;376740
Exportação;2022;Fevereiro;Zâmbia;246720
Exportação;2022;Fevereiro;África do Sul;155440761
Exportação;2022;Fevereiro;Áustria;5079
Exportação;2022;Fevereiro;Índia;409596199
Exportação;2022;Março;Afeganistão;556473
Exportação;2022;Março;Albânia;5173216
Exportação;2022;Março;Alemanha;624124446
Exportação;2022;Março;Angola;47475693
Exportação;2022;Março;Anguilla;105439
Exportação;2022;Março;Antígua e Barbuda;6812943
Exportação;2022;Março;Argentina;1199208654
Exportação;2022;Março;Argélia;203274177
Exportação;2022;Março;Armênia;383503
Exportação;2022;Março;Aruba;1740358
Exportação;2022;Março;Arábia Saudita;186224384
Exportação;2022;Março;Austrália;56959276
Exportação;2022;Março;Azerbaijão;1780236
Exportação;2022;Março;Bahamas;15571715
Exportação;2022;Março;Bangladesh;202539
Exportação;2022;Março;Barbados;1419695
Exportação;2022;Março;Barein;165171529
Exportação;2022;Março;Belarus;405859
Exportação;2022;Março;Belize;822494
Exportação;2022;Março;Benin;10034507
Exportação;2022;Março;Bermudas;253368
Exportação;2022;Março;Bolívia;153574528
Exportação;2022;Março;Bonaire, Saint Eustatius e Saba;346184
Exportação;2022;Março;Botsuana;481958
Exportação;2022;Março;Brasil;66024
Exportação;2022;Março;Brunei;4523
Exportação;2022;Março;Bulgária;2152591
Exportação;2022;Março;Burkina Faso;313099
Exportação;2022;Março;Burundi;12
Exportação;2022;Março;Bélgica;429384612
Exportação;2022;Março;Cabo Verde;2262870
Exportação;2022;Março;Camarões;4023251
Exportação;2022;Março;Camboja;4523894
Exportação;2022;Março;Canadá;418899497
Exportação;2022;Março;Catar;59752175
Exportação;2022;Março;Cayman, Ilhas;1760244
Exportação;2022;Março;Cazaquistão;1066344
Exportação;2022;Março;Chade;97906
Exportação;2022;Março;Chile;821258009
Exportação;2022;Março;China;9321758715
Exportação;2022;Março;Chipre;7236068
Exportação;2022;Março;Colômbia;345842570
Exportação;2022;Março;Comores;1174730
Exportação;2022;Março;Congo;4756980
Exportação;2022;Março;Congo, República Democrática;7537192
Exportação;2022;Março;Coreia do Sul;431324632
Exportação;2022;Março;Costa Rica;19381268
Exportação;2022;Março;Costa do Marfim;6078545
Exportação;2022;Março;Coveite (Kuweit);13680461
Exportação;2022;Março;Croácia;1539754
Exportação;2022;Março;Cuba;22745487
Exportação;2022;Março;Curaçao;2569487
Exportação;2022;Março;Dinamarca;30945172
Exportação;2022;Março;Djibuti;486027
Exportação;2022;Março;Dominica;325294
Exportação;2022;Março;Egito;236913171
Exportação;2022;Março;El Salvador;9449762
Exportação;2022;Março;Emirados Árabes Unidos;262352994
Exportação;2022;Março;Equador;100902657
Exportação;2022;Março;Eslováquia;3127217
Exportação;2022;Março;Eslovênia;36276509
Exportação;2022;Março;Espanha;794183328
Exportação;2022;Março;Estados Unidos;2877192749
Exportação;2022;Março;Estônia;4558023
Exportação;2022;Março;Etiópia;2341630
Exportação;2022;Março;Falkland (Malvinas);5039
Exportação;2022;Março;Fiji;181299
Exportação;2022;Março;Filipinas;136789830
Exportação;2022;Março;Finlândia;61854610
Exportação;2022;Março;França;226877133
Exportação;2022;Março;Gabão;3656569
Exportação;2022;Março;Gana;13126095
Exportação;2022;Março;Geórgia;9107480
Exportação;2022;Março;Gibraltar;24742
Exportação;2022;Março;Granada;1162235
Exportação;2022;Março;Grécia;28149366
Exportação;2022;Março;Guadalupe;1027194
Exportação;2022;Março;Guam;8344
Exportação;2022;Março;Guatemala;34212751
Exportação;2022;Março;Guiana;5583398
Exportação;2022;Março;Guiana Francesa;552025
Exportação;2022;Março;Guiné;12565177
Exportação;2022;Março;Guiné Equatorial;1141
Exportação;2022;Março;Guiné-Bissau;153692
Exportação;2022;Março;Gâmbia;10745465
Exportação;2022;Março;Haiti;8062680
Exportação;2022;Março;Honduras;16611205
Exportação;2022;Março;Hong Kong;135912818
Exportação;2022;Março;Hungria;4565447
Exportação;2022;Março;Ilha de Man;1351592
Exportação;2022;Março;Indonésia;255240
Exportação;2022;Março;Iraque;25793521
Exportação;2022;Março;Irlanda;15993407
Exportação;2022;Março;Irã;88344326
Exportação;2022;Março;Islândia;12641884
Exportação;2022;Março;Israel;372186319
Exportação;2022;Março;Itália;361058382
Exportação;2022;Março;Iêmen;8043805
Exportação;2022;Março;Jamaica;92496671
Exportação;2022;Março;Japão;339040964
Exportação;2022;Março;Jersey;1430
Exportação;2022;Março;Jordânia;22377641
Exportação;2022;Março;Laos;90695
Exportação;2022;Março;Letônia;1194367
Exportação;2022;Março;Libéria;53814878
Exportação;2022;Março;Liechtenstein;580599
Exportação;2022;Março;Lituânia;2154976
Exportação;2022;Março;Luxemburgo;4349124
Exportação;2022;Março;Líbano;10067284
Exportação;2022;Março;Líbia;16348637
Exportação;2022;Março;Macau;28762
Exportação;2022;Março;Macedônia;1690023
Exportação;2022;Março;Madagascar;527400
Exportação;2022;Março;Malavi;56784
Exportação;2022;Março;Maldivas;2321
Exportação;2022;Março;Mali;105977
Exportação;2022;Março;Malta;84187681
Exportação;2022;Março;Malásia;379603209
Exportação;2022;Março;Marrocos;62423398
Exportação;2022;Março;Marshall, Ilhas;54555
Exportação;2022;Março;Martinica;544718
Exportação;2022;Março;Mauritânia;7972857
Exportação;2022;Março;Maurício;903368
Exportação;2022;Março;Mayotte;696447
Exportação;2022;Março;Mianmar;1424481
Exportação;2022;Março;Moldávia;158106
Exportação;2022;Março;Mongólia;179768
Exportação;2022;Março;Montenegro;624032
Exportação;2022;Março;Montserrat;29172
Exportação;2022;Março;Moçambique;4774109
Exportação;2022;Março;México;512826033
Exportação;2022;Março;Namíbia;924722
Exportação;2022;Março;Nauru;2616
Exportação;2022;Março;Nepal;444191
Exportação;2022;Março;Nicarágua;5823569
Exportação;2022;Março;Nigéria;93777347
Exportação;2022;Março;Norfolk, Ilha;510433
Exportação;2022;Março;Noruega;76139550
Exportação;2022;Março;Nova Caledônia;841094
Exportação;2022;Março;Nova Zelândia;7259338
Exportação;2022;Março;Níger;357343
Exportação;2022;Março;Omã;123919668
Exportação;2022;Março;Pacífico, Ilhas do (EUA);12855
Exportação;2022;Março;Palestina;2708176
Exportação;2022;Março;Panamá;70282531
Exportação;2022;Março;Papua Nova Guiné;23581
Exportação;2022;Março;Paquistão;155678161
Exportação;2022;Março;Paraguai;280899939
Exportação;2022;Março;Países Baixos (Holanda);1114720556
Exportação;2022;Março;Peru;330515316
Exportação;2022;Março;Polinésia Francesa;82193
Exportação;2022;Março;Polônia;143269578
Exportação;2022;Março;Porto Rico;11881094
Exportação;2022;Março;Portugal;299762304
Exportação;2022;Março;Quirguistão;997
Exportação;2022;Março;Quênia;4333912
Exportação;2022;Março;Reino Unido;297425420
Exportação;2022;Março;República Centro-Africana;695020
